loan_amount,annual_income,employment_length_years,credit_history_years,debt_to_income,revolving_utilization,num_delinquencies,num_credit_lines,inquiries_last_6m,fico_score,open_credit_cards,public_records,loan_purpose,home_ownership,state,age,months_since_last_delinquency,annual_installment,loan_term_months,num_dependents,utilization_ratio,bankruptcies,mortgage_accounts,verification_status,default
3852,127627,26,12,0.2779668342290113,0.3850299050780899,0,17,9,429,0,4,car,MORTGAGE,CA,58,6,8967,36,1,0.504142772303577,0,0,verified,0
42845,59278,3,25,0.13198361176775636,0.9881489171125284,0,5,1,336,1,3,education,OWN,GA,44,20,5046,36,2,0.9321632038000058,1,0,not_verified,0
19992,16094,16,3,0.4067742599029509,0.8723194298247849,1,14,3,412,12,0,wedding,MORTGAGE,NC,41,98,4653,60,1,0.8625751771024739,0,0,not_verified,0
2273,133695,1,26,0.4150770346394799,0.6146642072317768,0,16,8,378,13,2,car,MORTGAGE,OH,34,111,6427,36,4,0.6132372291422229,2,1,verified,0
8649,85023,29,15,0.2487427499672883,0.7190700957512424,2,17,5,752,4,1,education,RENT,IL,23,31,3521,60,0,0.7855807682488778,0,0,not_verified,0
30002,160386,10,11,0.2847178061424826,0.20102705109018348,1,14,8,464,2,2,education,OWN,PA,21,45,13278,60,0,0.051355347278161045,2,1,not_verified,0
35723,66447,32,11,0.08109803224723314,0.052602878603795866,0,19,7,342,9,1,car,RENT,FL,41,11,8093,60,0,0.7849854782275363,0,4,verified,1
9778,188160,30,28,0.5825803033145542,0.3639086963097645,1,2,7,652,14,4,education,OWN,IL,45,6,2320,36,0,0.5290483091291709,2,2,not_verified,1
25776,161341,20,8,0.3884121782034146,0.737900720663221,1,10,8,417,12,2,medical,OWN,CA,64,2,6196,36,3,0.7930711805726699,0,4,verified,1
5549,36555,36,11,0.5201973866565064,0.65157483643414,0,24,3,648,9,0,wedding,RENT,CA,55,33,12700,36,0,0.29168233175266134,0,4,not_verified,0
16863,164761,27,23,0.3067969082147458,0.2323564438765332,0,5,8,552,10,4,home,MORTGAGE,CA,41,97,12478,36,4,0.13513060526822185,0,4,verified,1
12809,168060,5,11,0.13972908853157798,0.9908435665259124,0,3,8,738,13,2,education,MORTGAGE,MI,35,37,1231,36,0,0.012429843153790032,0,4,verified,0
9302,105517,20,12,0.17320526870802438,0.05132098254426365,0,11,0,454,4,2,car,OWN,GA,65,109,8648,60,1,0.9908716974284758,2,4,not_verified,1
9100,101901,25,10,0.12355726395764847,0.857917001341095,0,17,6,726,6,3,education,MORTGAGE,NC,33,30,10341,36,1,0.5533927413997949,0,0,verified,0
3911,107166,6,27,0.31678235846831176,0.9790176026264362,0,13,7,796,14,0,medical,MORTGAGE,MI,52,100,12086,60,2,0.7628798851933818,0,3,not_verified,1
13091,92497,8,12,0.18713042815098235,0.8056090037268346,0,18,2,771,11,2,wedding,RENT,IL,65,17,8173,36,3,0.4864340591402453,2,0,verified,0
10099,21769,25,1,0.5243895424696653,0.4774015612889335,0,5,9,566,3,4,wedding,MORTGAGE,NY,20,39,7150,36,0,0.15570331061264286,1,3,not_verified,0
6663,55641,37,5,0.4892613473089684,0.328296264155421,0,10,5,398,1,3,car,MORTGAGE,OH,47,22,7731,60,2,0.9813024317722352,1,3,verified,0
30904,49870,6,21,0.3034258261845344,0.8355325015946982,0,22,1,705,9,4,car,MORTGAGE,NY,51,25,9254,60,3,0.7432632698607246,2,1,verified,1
29291,46348,27,1,0.5626914965226374,0.05256536987023919,0,12,6,786,2,0,wedding,RENT,MI,50,78,7674,36,1,0.9042972943647719,1,4,not_verified,0
45649,18852,36,10,0.24467919606662783,0.46308890347386833,1,23,6,667,6,4,car,MORTGAGE,IL,69,118,12475,60,3,0.5899922938984539,2,4,not_verified,1
48136,140826,1,1,0.18381141220046004,0.17162923581432987,1,2,8,490,10,4,car,RENT,NY,21,16,2209,60,4,0.9579949681190701,0,0,not_verified,0
42066,99824,7,29,0.20357262955875494,0.4569320812089107,0,12,3,623,11,2,home,RENT,GA,42,88,11505,60,1,0.3548707515815591,1,3,verified,0
37104,147525,0,7,0.3358301999838874,0.298785659690311,0,16,6,678,4,0,wedding,MORTGAGE,GA,47,40,4546,60,0,0.44751313867371223,2,1,not_verified,0
40137,141561,22,19,0.2731833699092842,0.5514333632447093,0,2,5,430,11,4,education,MORTGAGE,IL,66,2,5551,36,2,0.07748223302249357,2,1,verified,0
3534,66586,35,1,0.41732958744244797,0.6219275079799936,0,3,7,354,8,2,education,OWN,OH,67,71,9914,60,2,0.08428043616140923,2,3,verified,1
3226,46912,5,1,0.5255700017872984,0.5509300576543795,1,14,8,422,14,2,medical,MORTGAGE,TX,45,12,8656,36,4,0.1460215150514359,0,1,verified,1
10585,57140,14,16,0.12993692584496666,0.6091876357919108,1,9,0,548,6,1,education,MORTGAGE,NY,69,117,6442,60,0,0.9392237751760993,1,2,verified,0
28260,179626,14,1,0.36058992344002516,0.5348156030692899,1,2,2,311,1,4,wedding,RENT,MI,60,8,6641,60,4,0.03608024017396683,1,0,verified,0
28411,30195,26,3,0.1815984617718441,0.475269589710421,0,5,2,836,10,4,car,RENT,OH,61,54,5052,36,2,0.2510257042510783,1,3,verified,0
33934,139718,18,2,0.23454777340119842,0.5313205284735507,0,21,1,516,13,4,wedding,OWN,GA,29,84,2146,36,4,0.6754645607347172,1,2,verified,0
11902,153330,1,18,0.534749284890948,0.3181555894664062,1,21,1,619,1,0,wedding,RENT,GA,31,70,9207,60,3,0.7111294906979904,1,1,not_verified,1
37392,180613,7,8,0.3167490917488893,0.40511742005968965,1,13,7,525,6,4,home,RENT,IL,29,19,11605,60,3,0.14309010676715894,1,3,verified,0
19731,33426,37,18,0.20437918302546046,0.7934140042404112,1,16,0,512,0,1,medical,RENT,IL,59,52,6343,36,0,0.8747662006008369,2,0,not_verified,1
18788,73968,10,24,0.3523297725457394,0.5554128408104841,1,14,9,612,6,4,wedding,RENT,FL,48,55,10005,36,2,0.4582935934257244,0,3,not_verified,0
32126,190604,21,24,0.3086754374087877,0.9477393441604458,0,17,5,667,9,3,wedding,RENT,NC,56,48,4060,36,1,0.12975767317585074,0,0,not_verified,1
43485,160578,39,9,0.4661793303819173,0.44485567294987793,0,14,5,447,2,4,home,OWN,NC,39,108,1735,60,2,0.5061956623925861,0,0,not_verified,1
46369,30959,20,12,0.5433390742596527,0.8238950519916232,0,22,5,803,2,2,medical,MORTGAGE,CA,45,45,13619,36,0,0.07402630829295131,2,2,verified,1
46871,166698,38,27,0.029590626390064677,0.9457664408228739,0,10,4,786,1,3,home,RENT,TX,68,35,12450,60,1,0.766920913433445,2,2,not_verified,0
46798,180465,18,27,0.2606409256907259,0.948281828027671,1,20,7,498,6,4,home,MORTGAGE,CA,64,28,6617,60,4,0.6720302202587618,0,2,not_verified,0
3774,32730,13,7,0.1255734415269361,0.7326579856017547,0,15,0,708,12,0,education,MORTGAGE,OH,35,2,5958,36,0,0.4872436914303594,2,1,verified,0
10017,155378,7,5,0.2980743573056791,0.05582805021811521,0,18,8,445,13,3,home,RENT,NC,50,89,2300,60,1,0.6621831790774613,2,2,verified,1
26700,15013,5,3,0.2981817346639138,0.6760979368872,0,4,4,646,5,2,home,OWN,FL,60,13,12799,36,1,0.041792454072429264,1,2,verified,1
26144,40747,31,26,0.10033614036511193,0.4392328095854596,0,18,1,686,3,0,car,OWN,TX,34,114,11148,36,2,0.8853427006614625,2,4,verified,0
30910,180666,22,10,0.5888371329264759,0.5078351836909525,0,6,8,839,12,3,business,MORTGAGE,FL,23,113,4738,36,0,0.39173398273348026,1,0,not_verified,0
43918,43118,4,10,0.30024012717253584,0.26313555673199474,0,15,9,626,12,3,business,OWN,FL,55,8,8729,36,1,0.6290732165715925,1,3,not_verified,1
37507,44055,38,28,0.09192876699119347,0.15690953218010384,1,1,2,510,0,4,home,RENT,MI,34,90,5273,36,2,0.12287568810856642,2,1,not_verified,1
48679,102427,3,20,0.3458050779274441,0.8113164094185373,1,19,8,451,0,3,business,RENT,TX,47,102,7241,36,2,0.5578447756390663,0,2,not_verified,1
27685,17561,10,3,0.16247566559705895,0.9894667402320374,1,1,2,417,0,2,home,OWN,GA,69,6,11202,60,4,0.7665233163796363,1,0,not_verified,1
25402,157913,1,13,0.5142474662280513,0.1180584272502404,0,17,9,450,13,0,home,RENT,CA,20,107,4189,36,2,0.034509191290041374,0,3,not_verified,0
38232,49670,13,22,0.37234186850795836,0.5300836577738539,0,10,0,595,8,0,car,MORTGAGE,OH,46,75,5005,36,1,0.6133420751135978,0,2,verified,1
31063,26350,7,21,0.4405027691263132,0.47784686577968094,1,19,4,526,0,0,home,OWN,GA,64,28,3994,36,1,0.9386671079826558,1,1,not_verified,1
25125,56364,6,2,0.37310019022852436,0.7890748254482716,0,7,2,794,9,1,home,OWN,MI,67,75,8762,36,4,0.28300105495196926,0,0,verified,0
46149,142220,16,22,0.5016145229220518,0.06336537931299135,0,3,8,835,5,3,car,RENT,CA,37,49,13772,60,3,0.2888969896551603,2,2,verified,1
25020,69872,36,21,0.2947065843142576,0.5168395502668248,0,13,0,708,7,0,business,OWN,NY,25,50,12069,36,4,0.9068956478174123,2,4,not_verified,0
32703,65010,21,26,0.37165647544047486,0.0674415593074642,2,8,9,590,11,4,business,RENT,OH,36,57,11001,36,2,0.4089143237777293,2,3,not_verified,0
32769,29387,34,10,0.4824107876281979,0.6182745814804387,1,20,9,599,4,4,wedding,RENT,CA,45,118,8279,60,3,0.5958768048818185,0,3,not_verified,0
14746,112994,10,12,0.44032016934963064,0.049394507379728725,0,10,4,621,1,4,medical,MORTGAGE,FL,55,101,12224,36,0,0.021788052945520997,0,1,verified,0
5094,189029,25,20,0.3306090735966471,0.9161657765629786,0,9,4,528,0,4,education,RENT,NY,56,49,4809,60,3,0.7769864747154748,1,0,not_verified,0
3930,162664,13,23,0.1448238218377782,0.36561256792281915,2,22,5,810,6,0,car,RENT,NY,45,83,14306,36,2,0.7203501797511059,2,1,verified,0
34531,61965,9,25,0.4118353908154289,0.30546792346564977,1,6,8,489,0,4,business,RENT,NC,30,64,7563,60,4,0.026208427153234792,1,3,verified,1
31755,131878,25,17,0.42996407124387737,0.7253364807006774,0,23,6,307,13,2,car,RENT,NY,67,118,4598,60,1,0.31875553628635966,2,2,verified,0
31105,121413,24,24,0.42904053396065467,0.1615008209236759,1,12,0,632,13,1,home,RENT,GA,66,46,1390,36,4,0.28523091812989565,0,0,verified,0
12552,82358,21,1,0.4794869760072659,0.9516908051490874,0,11,5,388,6,2,home,OWN,IL,42,3,13333,36,0,0.4066967604921713,0,0,verified,1
37218,153813,36,11,0.5315199912207397,0.20400522697687185,1,20,8,564,4,4,car,MORTGAGE,PA,26,57,11571,36,4,0.2861039150481517,0,1,not_verified,1
20779,81081,14,16,0.33663934384855526,0.22326781014118302,1,24,8,552,0,3,home,MORTGAGE,GA,32,53,5477,36,0,0.692527485241297,0,4,not_verified,1
30000,144656,5,15,0.4684595552472291,0.5950091226131257,1,18,2,606,4,4,wedding,MORTGAGE,OH,67,117,13807,36,2,0.9104882631969093,1,3,not_verified,1
21103,159427,18,5,0.24108596829485712,0.953939875643515,2,9,3,583,5,4,wedding,RENT,TX,34,59,3704,60,3,0.6527485433026333,2,0,not_verified,1
15102,145750,27,17,0.5937515867887465,0.692107949052523,0,16,2,372,8,4,wedding,MORTGAGE,NC,39,103,5369,60,1,0.7635324896626005,0,3,not_verified,1
2861,136164,26,2,0.48228446074381304,0.8969833045089308,1,13,1,692,5,2,education,OWN,OH,32,111,3136,60,4,0.1919463239623248,1,2,verified,1
44574,199316,34,11,0.39923103130403964,0.5797333501553771,0,10,9,840,12,3,business,MORTGAGE,OH,32,39,2248,60,4,0.5511790961953515,0,1,not_verified,0
33682,162702,16,8,0.3337475634059571,0.7993741960455929,1,12,3,423,0,0,wedding,RENT,FL,18,111,10775,36,2,0.8236192066602966,2,4,verified,0
14283,74921,24,15,0.2565069100721114,0.1305054026599023,0,23,2,370,0,0,home,RENT,FL,58,86,7045,36,0,0.8166887612305617,0,4,not_verified,0
26597,72808,3,13,0.5288587197759071,0.1072659309003372,1,19,7,589,7,4,medical,OWN,CA,38,87,10807,60,2,0.04443841265697224,2,2,not_verified,1
13436,185284,8,25,0.48777311632799564,0.5356033980439844,1,13,5,695,6,3,education,OWN,TX,24,62,13643,60,3,0.03744311979469894,0,2,not_verified,0
29424,146691,35,13,0.08924894115138785,0.5099910863185372,0,6,7,755,4,1,home,MORTGAGE,TX,51,10,1912,36,3,0.4235957158985245,0,0,verified,1
9890,173683,20,17,0.41662314395390965,0.9253296695505318,1,17,0,780,8,4,wedding,RENT,IL,55,3,11444,60,1,0.7259538282665509,2,2,not_verified,0
49120,41991,36,10,0.44699165495437354,0.897063988392057,2,3,0,343,2,2,education,MORTGAGE,OH,49,11,11985,60,4,0.8055739935126002,2,3,verified,1
39297,89957,35,28,0.213008733167946,0.48035446336116416,0,21,9,554,13,3,education,OWN,NC,45,109,5481,36,1,0.89099002901352,1,4,verified,0
49611,89084,3,29,0.29854427626901764,0.9877648891209051,0,15,7,669,0,0,car,MORTGAGE,GA,56,3,10024,36,4,0.14402927445994695,1,0,not_verified,0
9299,181218,5,7,0.3662095429465849,0.8315637738009619,0,23,8,655,1,2,home,MORTGAGE,IL,42,118,12979,60,2,0.5286194892176074,2,4,verified,0
42348,67503,37,20,0.1441504382855842,0.2116169542224947,2,7,5,665,0,1,education,RENT,GA,56,66,12118,36,4,0.7364447015927765,0,4,not_verified,0
42384,48652,13,4,0.053399067742913545,0.909745289956772,0,1,9,636,14,0,home,OWN,TX,42,117,9686,36,2,0.33953782170607016,0,1,verified,0
12157,44172,8,6,0.03879944500660241,0.6916494671732013,0,21,0,439,1,4,medical,RENT,FL,62,22,6891,60,2,0.7880943796847465,1,2,not_verified,1
30763,24950,34,10,0.11866893971730268,0.880571809407807,0,10,7,442,10,2,education,RENT,MI,62,68,7858,36,4,0.5755113797115601,1,0,not_verified,0
33687,159103,10,16,0.5738831343598301,0.5248885778723952,0,12,2,569,0,2,medical,RENT,GA,62,79,8375,60,2,0.36376857109061844,2,4,not_verified,0
11191,90185,20,20,0.08028789905668683,0.9551340530000382,0,15,4,426,2,0,car,RENT,OH,55,104,6625,36,2,0.613747599949036,0,1,not_verified,0
12767,97470,38,13,0.4340603348443755,0.728046427591004,3,13,8,669,1,2,wedding,MORTGAGE,IL,65,90,8878,60,3,0.2017999778442371,2,3,not_verified,1
18911,23391,10,27,0.5513128049297339,0.08257144985213738,0,1,8,778,2,3,car,MORTGAGE,IL,54,101,12854,36,1,0.257911466827936,1,3,verified,0
29629,106502,17,13,0.2904506560569134,0.024835673564511107,0,6,7,367,12,2,car,MORTGAGE,TX,68,0,8318,36,1,0.005779834577218423,0,1,verified,0
35794,198966,17,25,0.18814090988515314,0.5948348622146526,0,22,5,749,0,2,education,MORTGAGE,PA,32,34,14510,36,3,0.46272315753381255,0,3,not_verified,0
27944,175082,22,9,0.12752839397950858,0.9891472248647956,0,22,8,578,11,3,medical,MORTGAGE,MI,43,97,10229,60,0,0.7765373815236453,1,0,not_verified,0
44726,196667,24,23,0.28202243135838867,0.15802309780163803,1,14,6,623,1,1,car,MORTGAGE,FL,60,35,13983,60,4,0.8143793027506732,0,3,verified,1
35623,134462,27,17,0.28140570201959914,0.677053696244588,2,11,2,670,8,2,wedding,RENT,NC,29,90,11067,60,0,0.046148775331026015,1,1,not_verified,1
48831,121772,18,6,0.4701632977713883,0.5385030604969322,0,11,0,362,12,4,wedding,MORTGAGE,NY,52,117,4246,36,4,0.2527910945071824,0,4,verified,0
48683,31437,26,21,0.22681228289427965,0.14977038367900852,1,24,2,634,6,4,wedding,RENT,NC,52,119,7546,60,3,0.6323835102929293,0,3,verified,0
18981,80699,15,21,0.48526601294157734,0.8475630265883565,2,23,8,504,4,0,car,RENT,GA,66,114,14184,60,0,0.3473216381439129,1,1,not_verified,0
6958,120102,6,28,0.039602355167283866,0.5868252275923548,2,21,6,839,6,0,home,RENT,FL,48,25,12225,60,2,0.13991458071411222,2,4,not_verified,0
15705,159769,10,12,0.042001991306583435,0.8376401942779765,2,12,2,821,9,4,business,MORTGAGE,FL,42,63,11793,60,1,0.34058798033033477,0,1,verified,1
31636,140003,4,8,0.140018283246735,0.05916475776354824,0,15,0,675,4,0,medical,RENT,MI,58,48,1031,36,3,0.24206153969951338,1,4,verified,0
43876,34173,27,5,0.16054730826890717,0.09128794782195371,0,2,3,738,5,2,wedding,OWN,GA,27,25,10344,60,0,0.5059917397470782,1,2,not_verified,0
26152,31197,5,19,0.24577872553927568,0.8196655482004689,0,15,9,760,9,1,home,RENT,NC,34,65,11697,60,3,0.477858665821429,0,0,not_verified,0
39529,117821,20,15,0.19097279705622403,0.5499197875889216,1,9,3,615,13,1,wedding,MORTGAGE,NC,55,73,4377,60,0,0.9442524845298012,2,3,not_verified,0
1688,89713,39,18,0.5528944009616238,0.6757345011439525,1,13,2,710,5,1,car,OWN,NY,49,74,645,36,0,0.24332901569154697,2,2,not_verified,0
26365,91916,31,20,0.15336487887649414,0.8492073273550587,0,3,0,734,10,3,wedding,OWN,TX,68,101,11742,60,1,0.23753191279583186,1,0,not_verified,0
30663,53127,11,12,0.45663273352961714,0.852812633332141,1,23,1,366,13,4,education,OWN,NY,18,18,13839,60,3,0.4297852339005799,1,0,not_verified,0
40074,63982,37,5,0.24923641496703317,0.739058338619472,0,5,3,689,14,3,car,RENT,PA,28,65,7989,36,2,0.22091264391662035,0,2,verified,1
38840,46225,10,23,0.42685658701002155,0.3751661500694571,0,6,1,614,3,3,business,RENT,TX,68,89,4834,60,2,0.8048809793284665,0,0,verified,0
18739,144792,33,11,0.4763136203772274,0.41112734955138,0,21,4,809,2,4,wedding,RENT,MI,61,23,14587,36,3,0.8566487019203054,1,2,verified,0
11909,32464,33,20,0.2595446455026384,0.8608882517749934,1,8,8,426,1,1,car,OWN,OH,26,10,12240,60,0,0.5840815282363001,1,3,verified,0
13713,118452,19,9,0.4735522847691427,0.3592974758500266,1,10,7,668,10,0,business,OWN,GA,27,86,1446,36,3,0.36044561851841106,2,1,not_verified,0
13614,29769,34,23,0.1799496708300693,0.368810997395947,3,22,1,656,2,4,education,RENT,GA,21,0,7075,60,2,0.1942036805464339,2,4,verified,0
43089,115569,38,6,0.03814344557964256,0.6696015540827752,0,22,4,749,12,0,education,RENT,FL,34,115,5735,60,2,0.23585861223738513,1,3,not_verified,0
33561,36025,27,9,0.4952893672007641,0.43437662385219666,0,8,3,688,4,1,medical,MORTGAGE,OH,18,10,5173,36,3,0.5394730787685825,1,0,verified,1
21734,139914,35,8,0.24737102569568437,0.13331634140631543,0,3,5,644,5,3,wedding,OWN,NY,56,13,4155,60,1,0.33289041891380966,0,1,not_verified,0
31709,154729,18,20,0.2577030619525221,0.8304203437510242,0,24,1,808,6,1,home,RENT,MI,51,114,7359,36,4,0.27576225425846956,0,1,verified,0
23885,52367,3,29,0.40139728468990693,0.8257364757721265,0,10,1,361,10,1,education,MORTGAGE,NY,61,108,9080,36,4,0.6127494819845873,1,1,not_verified,1
7086,78875,14,5,0.49240144329019314,0.5728420925322134,0,5,6,312,11,4,car,MORTGAGE,NY,68,71,10363,36,2,0.25502823028023347,1,2,not_verified,0
13731,53429,36,13,0.40449642900401245,0.6760774808869001,0,6,4,655,12,0,business,RENT,OH,48,63,1712,36,1,0.4224125638679057,0,3,verified,0
21592,172022,35,27,0.25047973442549115,0.9977964204184707,1,24,1,592,8,3,education,OWN,CA,60,112,7809,60,3,0.7836396128391625,0,4,verified,1
14341,113193,25,17,0.1983771653848483,0.7880412114232698,0,10,3,702,11,0,wedding,OWN,PA,68,100,559,36,3,0.5471582097632337,1,3,verified,0
40435,119415,8,18,0.21692616249321292,0.623120852407742,2,1,0,846,12,4,wedding,MORTGAGE,TX,52,20,6924,36,0,0.6396084793659307,0,2,verified,0
13976,44212,13,4,0.20056732064837807,0.317790967263059,0,15,3,663,2,0,car,OWN,CA,67,72,12262,60,2,0.8663431633298184,1,1,verified,0
18374,20515,23,3,0.3763156987372225,0.36900202286714245,0,16,2,821,11,2,medical,OWN,IL,66,64,10075,36,4,0.9136516744238665,0,1,verified,0
13333,74150,2,27,0.4447099868305012,0.09081252556543229,0,14,4,806,1,4,education,RENT,FL,68,4,14017,36,2,0.8727869960364085,1,0,verified,0
6290,177274,8,13,0.20831212062537058,0.7090769972197483,0,13,8,716,2,3,wedding,RENT,GA,25,35,1265,60,3,0.7752330278824823,1,3,not_verified,0
46812,177100,33,14,0.21206435225681092,0.44236125953436023,0,14,5,741,13,2,home,MORTGAGE,PA,34,78,12989,60,0,0.9736757222235825,2,4,not_verified,0
47305,23610,22,12,0.1153256808250754,0.8419025211323489,0,12,2,551,14,3,home,OWN,NY,36,64,8984,36,0,0.8573879302952683,0,4,verified,1
49437,29570,24,19,0.29150823697875317,0.5599628860708833,2,15,3,726,7,4,car,RENT,CA,53,68,1198,36,1,0.9753361733419516,0,2,verified,1
24586,163915,17,1,0.4397355048889192,0.34052284251986986,2,9,3,570,5,1,wedding,OWN,GA,61,114,2248,36,0,0.22830083190273054,1,3,not_verified,0
17340,166988,29,8,0.20014055378928847,0.32055331028656175,0,20,2,650,2,1,wedding,OWN,TX,28,15,10664,36,4,0.84491711424528,2,4,verified,0
49723,152101,16,2,0.36102716608232777,0.5603690495663337,0,22,9,784,8,1,wedding,OWN,NC,51,108,3874,36,0,0.8337181773526423,0,0,verified,1
36655,37673,8,20,0.2691539836083995,0.1254119305794975,0,17,0,485,9,4,business,RENT,CA,44,1,12623,36,4,0.9643669545245491,0,4,not_verified,0
49562,164669,3,24,0.3658491550511454,0.545708364744199,1,9,7,638,0,3,home,MORTGAGE,PA,25,44,6839,36,4,0.6541479329898913,2,0,not_verified,0
15560,64749,10,3,0.3069838682900804,0.696958690723249,0,22,4,310,8,0,medical,OWN,OH,22,82,13902,36,2,0.6731877939717408,2,3,not_verified,0
24997,47310,28,3,0.22464276522363852,0.29466308986496226,0,4,2,818,4,4,wedding,RENT,NY,23,99,9309,60,1,0.9077504326314098,2,0,not_verified,0
2340,125402,30,17,0.44012528915180177,0.10000012384111256,0,14,6,747,13,4,education,OWN,PA,51,31,10464,60,2,0.7306872060630749,2,3,not_verified,1
45697,96460,37,12,0.2579610205390421,0.7597394785051009,0,11,9,539,0,4,education,OWN,NY,54,37,2242,36,0,0.6280987002479227,0,0,not_verified,0
27013,125541,20,19,0.2700327897422308,0.3407907371003971,0,5,8,530,5,4,business,OWN,TX,35,32,3095,60,3,0.9607323896150556,1,1,verified,0
33862,105557,3,7,0.4781867812456297,0.19631281590258132,0,12,9,614,12,1,education,OWN,OH,23,41,5198,36,4,0.6566164839425706,0,1,not_verified,0
23282,68901,35,10,0.07781673620931745,0.6560382040790934,1,21,7,618,10,4,wedding,RENT,GA,67,56,4943,36,0,0.20793143904254485,1,3,not_verified,1
46608,146118,3,10,0.4193776253006441,0.0689013245912824,0,1,2,521,7,4,medical,MORTGAGE,PA,29,95,3462,60,1,0.18681991322637492,2,4,not_verified,1
20076,110326,35,18,0.47679284284895174,0.19120892053091354,1,15,3,361,11,3,car,MORTGAGE,NC,64,80,8881,36,1,0.7221267360108957,0,1,not_verified,1
49524,92656,24,22,0.4403366715757759,0.1483513591252711,0,3,5,686,10,0,home,OWN,PA,68,98,2193,36,4,0.10306193097625704,0,3,not_verified,0
41894,41088,27,7,0.27372120592131716,0.22212360754047955,3,16,1,649,7,3,education,MORTGAGE,PA,60,99,12746,36,3,0.31500228671362207,0,4,not_verified,0
20665,170346,35,20,0.1758684604719598,0.9343696926559848,1,12,5,711,11,3,car,MORTGAGE,TX,36,70,6981,60,1,0.49061771677803323,1,3,verified,0
11923,16286,21,26,0.19649908537894625,0.004218384178454437,0,4,5,814,5,4,home,OWN,OH,31,72,12025,60,1,0.3922450766765193,2,1,not_verified,0
40821,178248,14,5,0.3049232580991201,0.6318442550840129,0,3,4,759,5,4,education,RENT,NC,30,16,7815,60,2,0.6087724140020314,2,4,verified,0
48940,66853,20,6,0.5964381432256981,0.592360851356215,1,5,8,397,12,2,wedding,RENT,CA,48,61,2602,36,4,0.05520715342646465,1,0,verified,1
11935,188980,10,26,0.15855674053520963,0.856828446883759,1,22,9,472,11,0,education,MORTGAGE,CA,44,28,13518,36,1,0.8778390746015563,0,0,not_verified,1
25041,179782,20,4,0.09708583677606641,0.420809612700186,0,17,1,617,8,1,home,MORTGAGE,PA,53,107,4209,36,0,0.2681882459432846,1,4,verified,0
13467,189733,11,14,0.3014630710741615,0.4965523394072039,0,18,7,592,3,2,wedding,MORTGAGE,TX,22,9,7332,36,0,0.70422184712084,2,3,not_verified,1
12073,77422,13,1,0.12099699144836402,0.5001594014893861,0,24,5,468,7,2,car,OWN,IL,64,7,14649,60,2,0.45301934124567733,1,3,verified,0
8691,192842,2,29,0.4529608748642356,0.6981100834565851,0,3,9,366,4,0,car,OWN,MI,38,97,2038,60,4,0.06320595784555982,2,1,not_verified,0
47538,164746,19,19,0.04102898650648933,0.763699866629775,0,18,9,440,9,1,business,MORTGAGE,IL,66,1,14216,36,4,0.586470281913561,0,1,verified,0
25490,174373,37,10,0.0880502382014985,0.9115172561378944,0,12,1,812,12,1,medical,MORTGAGE,NY,28,99,9406,36,2,0.29057541359339734,2,4,verified,0
16688,126446,34,23,0.26358918555625077,0.20752729623502186,0,13,6,612,3,4,car,MORTGAGE,CA,49,53,3685,36,2,0.21954993759320074,1,3,verified,0
33969,118756,23,9,0.25224094301106725,0.7373459330362631,0,20,1,718,13,3,education,MORTGAGE,NC,45,42,14002,36,4,0.905460646396914,2,4,verified,0
14829,99579,24,8,0.41336050708149014,0.319534128290778,0,14,6,835,9,1,home,OWN,TX,36,45,12021,60,0,0.6535077215234434,2,0,not_verified,0
4086,32515,1,24,0.07912373537409484,0.7935400449294168,0,21,4,549,9,3,wedding,RENT,IL,49,43,2485,36,3,0.4816894044527328,1,3,not_verified,0
45073,82904,10,6,0.16545979166696975,0.6642110327544065,1,3,3,571,10,0,home,RENT,OH,45,19,10538,36,0,0.6911286027879684,2,1,not_verified,1
3590,136636,11,5,0.37779131166041735,0.15614170809748196,0,14,7,433,2,4,car,OWN,MI,27,16,11297,60,1,0.3071710131911686,1,0,verified,0
40893,175217,15,27,0.5220099940492559,0.8126600751848229,1,3,9,475,3,2,medical,OWN,GA,53,39,8275,36,4,0.6062325178003397,1,1,not_verified,0
8860,140635,22,11,0.1413673140727566,0.9107441474404142,1,5,2,732,2,4,wedding,MORTGAGE,PA,22,41,4872,60,1,0.37433926517085003,0,0,not_verified,0
39176,89194,15,15,0.22630933120877236,0.012572030424472413,1,21,5,303,4,4,education,OWN,PA,22,41,9279,60,1,0.9244516760316644,2,3,verified,1
2948,96299,33,26,0.23718466014495426,0.9156498289858016,1,13,7,820,11,3,medical,OWN,PA,58,42,11672,36,4,0.10397303903346122,1,3,verified,0
37731,19057,29,3,0.3590960230438316,0.9193866494853133,0,18,2,620,14,2,medical,OWN,MI,33,27,1510,36,0,0.18036630532914233,0,2,verified,0
34461,29559,8,10,0.29920192033451826,0.6935575384796155,1,22,7,401,4,1,home,MORTGAGE,TX,36,87,11929,60,3,0.7274689487702916,0,4,verified,0
27295,166490,22,18,0.3632042230144031,0.3743643404871084,0,7,6,722,3,0,medical,MORTGAGE,FL,23,41,10914,60,0,0.4903952050983127,1,2,verified,1
39131,196359,3,13,0.1104702569863517,0.9760029764401228,0,14,5,477,4,1,home,OWN,FL,30,119,10393,36,0,0.3382515864735014,0,0,not_verified,0
45893,24670,27,17,0.15346152135031893,0.22805406023251495,0,6,5,561,8,0,medical,MORTGAGE,GA,30,18,7719,36,3,0.416752623684815,2,1,verified,0
